IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
18.223.159.154,443,443,true,ORD,North America,Chicago,237,5.93
15.156.205.47,80,443,true,YUL,North America,Montréal,241,5.92
3.15.147.151,2083,443,true,CMH,North America,Columbus,219,5.92
35.183.42.193,80,443,true,YUL,North America,Montréal,245,5.92
35.95.53.197,443,443,true,SEA,North America,Seattle,194,5.92
35.182.191.114,80,443,true,YUL,North America,Montréal,251,5.92
3.96.149.114,80,443,true,YUL,North America,Montréal,244,5.91
15.157.58.77,443,443,true,YUL,North America,Montréal,242,5.90
3.250.120.169,2053,443,true,DUB,Europe,Dublin,192,5.89
15.223.67.181,80,443,true,YUL,North America,Montréal,259,5.88
35.183.163.195,80,443,true,YUL,North America,Montréal,240,5.88
35.94.116.243,443,443,true,SEA,North America,Seattle,226,5.82
15.156.203.151,8443,443,true,DFW,North America,Dallas,240,5.77
13.58.255.47,2053,443,true,CMH,North America,Columbus,216,5.75
3.96.212.94,80,443,true,YUL,North America,Montréal,246,5.74
35.182.42.227,443,443,true,YUL,North America,Montréal,246,5.73
15.222.252.204,443,443,true,YUL,North America,Montréal,246,5.69
35.182.67.8,80,443,true,YUL,North America,Montréal,244,5.62
3.143.235.204,443,443,true,ORD,North America,Chicago,219,5.57
18.117.113.58,443,443,true,ORD,North America,Chicago,244,5.55
3.133.138.216,443,443,true,ORD,North America,Chicago,257,5.54
67.226.222.238,80,443,true,CMH,North America,Columbus,219,5.54
204.110.223.206,80,443,true,CMH,North America,Columbus,217,5.52
18.191.223.195,443,443,true,ORD,North America,Chicago,220,5.50
3.133.134.62,443,443,true,ORD,North America,Chicago,254,5.45
16.24.96.56,8443,443,true,FRA,Europe,Frankfurt,268,5.45
35.93.131.21,443,443,true,SEA,North America,Seattle,196,5.43
18.217.95.186,443,443,true,ORD,North America,Chicago,219,5.41
3.96.142.63,8443,443,true,DFW,North America,Dallas,244,5.39
15.222.252.204,80,443,true,YUL,North America,Montréal,247,5.38
54.201.210.152,443,443,true,SEA,North America,Seattle,197,5.32
18.224.67.112,443,443,true,ORD,North America,Chicago,243,5.32
15.223.120.118,443,443,true,YUL,North America,Montréal,239,5.32
18.117.100.185,443,443,true,ATL,North America,Atlanta,255,5.30
18.190.127.150,443,443,true,ORD,North America,Chicago,215,5.25
67.226.222.230,80,443,true,CMH,North America,Columbus,215,5.22
3.12.164.125,443,443,true,ATL,North America,Atlanta,216,5.13
16.24.96.56,2053,443,true,FRA,Europe,Frankfurt,263,5.04
3.250.120.169,8443,443,true,DUB,Europe,Dublin,170,5.02
204.110.223.3,443,443,true,CMH,North America,Columbus,216,5.00
35.93.146.208,443,443,true,DEN,North America,Denver,257,4.98
3.99.147.201,80,443,true,YUL,North America,Montréal,245,4.94
35.182.7.190,443,443,true,YUL,North America,Montréal,247,4.92
3.29.237.78,8443,443,true,MRS,Europe,Marseille,267,4.87
3.29.237.78,2053,443,true,MRS,Europe,Marseille,269,4.87
54.202.159.252,443,443,true,SEA,North America,Seattle,198,4.86
16.24.82.102,2096,443,true,FRA,Europe,Frankfurt,279,4.82
54.184.47.73,443,443,true,SEA,North America,Seattle,209,4.80
3.28.222.212,8443,443,true,MRS,Europe,Marseille,278,4.78
3.28.60.55,8443,443,true,MRS,Europe,Marseille,269,4.73
204.110.223.3,80,443,true,CMH,North America,Columbus,215,4.69
54.202.76.99,443,443,true,SEA,North America,Seattle,220,4.63
3.29.115.162,8443,443,true,MRS,Europe,Marseille,287,4.53
35.86.123.2,443,443,true,SEA,North America,Seattle,200,4.50
3.28.222.212,2053,443,true,MRS,Europe,Marseille,268,4.47
35.87.192.166,443,443,true,SEA,North America,Seattle,198,4.26
3.28.60.55,2053,443,true,MRS,Europe,Marseille,272,4.26
35.182.42.227,80,443,true,YUL,North America,Montréal,246,4.12
18.217.22.154,443,443,true,ORD,North America,Chicago,218,4.06
35.94.127.75,443,443,true,SEA,North America,Seattle,200,3.78
35.86.115.155,443,443,true,SEA,North America,Seattle,211,3.67
35.182.7.190,80,443,true,YUL,North America,Montréal,247,3.64
3.96.146.64,2053,443,true,YUL,North America,Montréal,247,3.49
18.222.22.225,443,443,true,ORD,North America,Chicago,215,3.47
3.16.83.36,443,443,true,ORD,North America,Chicago,215,3.36
34.219.173.101,443,443,true,SEA,North America,Seattle,222,3.36
35.90.243.141,443,443,true,SEA,North America,Seattle,193,3.32
3.146.37.177,443,443,true,ORD,North America,Chicago,215,3.23
3.133.131.116,443,443,true,ORD,North America,Chicago,221,3.22
18.221.44.232,443,443,true,ORD,North America,Chicago,259,3.19
18.223.182.244,443,443,true,ORD,North America,Chicago,227,3.15
18.226.165.66,443,443,true,ORD,North America,Chicago,238,3.14
3.141.10.75,443,443,true,ORD,North America,Chicago,256,3.10
54.202.83.247,443,443,true,SEA,North America,Seattle,199,3.08
3.7.108.69,443,443,true,BOM,Asia Pacific,Mumbai,53,3.06
18.223.124.80,443,443,true,ORD,North America,Chicago,215,3.05
34.216.203.28,443,443,true,SEA,North America,Seattle,209,3.01
18.217.52.229,443,443,true,ORD,North America,Chicago,229,3.01
35.87.150.39,443,443,true,SEA,North America,Seattle,197,2.97
3.149.239.93,443,443,true,ORD,North America,Chicago,217,2.89
3.111.155.29,443,443,true,BOM,Asia Pacific,Mumbai,56,2.78
13.233.5.49,443,443,true,BOM,Asia Pacific,Mumbai,79,2.69
18.189.32.130,443,443,true,ORD,North America,Chicago,219,2.69
18.162.97.34,443,443,true,HKG,Asia Pacific,Hong Kong,35,2.67
34.217.148.174,443,443,true,SEA,North America,Seattle,214,2.66
18.225.149.170,443,443,true,ORD,North America,Chicago,219,2.64
13.59.105.38,443,443,true,ORD,North America,Chicago,265,2.64
54.202.80.208,443,443,true,SEA,North America,Seattle,191,2.62
54.201.184.191,443,443,true,SEA,North America,Seattle,197,2.61
18.217.13.94,443,443,true,ORD,North America,Chicago,219,2.48
54.203.17.4,443,443,true,SEA,North America,Seattle,199,2.43
3.133.79.197,443,443,true,ORD,North America,Chicago,262,2.42
3.24.174.233,443,443,true,SYD,Oceania,Sydney,94,2.26
35.166.119.145,443,443,true,SEA,North America,Seattle,202,2.08
18.153.187.56,2053,443,true,FRA,Europe,Frankfurt,179,2.04
34.209.48.186,443,443,true,SEA,North America,Seattle,231,1.95
18.237.135.137,443,443,true,SEA,North America,Seattle,262,1.94
18.118.33.193,443,443,true,ORD,North America,Chicago,260,1.88
35.87.24.156,443,443,true,SEA,North America,Seattle,215,1.87
3.149.247.193,443,443,true,ORD,North America,Chicago,266,1.85
35.85.144.85,443,443,true,SEA,North America,Seattle,224,1.76
18.190.239.106,443,443,true,ORD,North America,Chicago,243,1.69
3.15.7.227,443,443,true,ORD,North America,Chicago,228,1.69
3.131.151.79,443,443,true,ORD,North America,Chicago,215,1.59
13.58.174.0,443,443,true,ORD,North America,Chicago,238,1.52
52.197.230.94,443,443,true,NRT,Asia Pacific,Tokyo,71,1.46
3.147.242.113,443,443,true,ORD,North America,Chicago,216,1.27
34.218.231.6,443,443,true,SEA,North America,Seattle,220,1.24
35.87.199.79,443,443,true,SEA,North America,Seattle,206,1.22
35.182.227.99,443,443,false,YUL,North America,Montréal,263,1.09
18.116.42.89,443,443,true,ORD,North America,Chicago,248,1.05
3.145.107.46,443,443,true,ORD,North America,Chicago,258,0.96
3.96.212.94,443,443,true,YUL,North America,Montréal,253,0.95
34.222.107.93,443,443,true,SEA,North America,Seattle,246,0.89
18.197.63.159,2053,443,true,FRA,Europe,Frankfurt,191,0.82
52.34.127.174,443,443,true,PDX,North America,Portland,219,0.81
35.86.148.247,443,443,true,SEA,North America,Seattle,405,0.79
50.112.33.254,443,443,true,PDX,North America,Portland,196,0.77
35.181.175.180,2053,443,true,CDG,Europe,Paris,197,0.75
3.15.139.18,443,443,true,ORD,North America,Chicago,216,0.72
34.211.89.102,443,443,true,PDX,North America,Portland,199,0.71
34.219.65.159,443,443,true,SEA,North America,Seattle,221,0.70
3.16.136.74,443,443,true,ORD,North America,Chicago,244,0.69
35.94.11.228,443,443,true,SEA,North America,Seattle,197,0.67
35.89.251.80,443,443,true,SEA,North America,Seattle,194,0.66
18.216.227.22,443,443,true,ORD,North America,Chicago,239,0.65
35.89.190.145,443,443,true,SEA,North America,Seattle,201,0.63
3.131.128.90,443,443,true,ORD,North America,Chicago,216,0.63
34.211.173.191,443,443,true,SEA,North America,Seattle,204,0.63
3.148.105.88,443,443,true,ORD,North America,Chicago,247,0.62
3.17.60.215,443,443,true,ORD,North America,Chicago,218,0.62
18.226.165.115,443,443,true,ORD,North America,Chicago,233,0.62
18.222.192.94,443,443,true,ORD,North America,Chicago,215,0.62
54.188.129.81,443,443,true,SEA,North America,Seattle,214,0.61
18.222.171.169,443,443,true,ORD,North America,Chicago,218,0.61
3.97.173.206,80,443,true,YUL,North America,Montréal,244,0.61
3.138.199.102,443,443,true,ORD,North America,Chicago,237,0.61
34.222.42.73,443,443,true,SEA,North America,Seattle,236,0.58
35.94.125.156,443,443,true,SEA,North America,Seattle,195,0.58
52.43.252.43,443,443,true,PDX,North America,Portland,199,0.57
54.79.133.41,443,443,true,SYD,Oceania,Sydney,94,0.57
18.116.8.160,443,443,true,ORD,North America,Chicago,260,0.56
3.22.119.121,443,443,true,ORD,North America,Chicago,217,0.56
13.54.198.183,443,443,true,SYD,Oceania,Sydney,94,0.55
18.119.12.47,443,443,true,ORD,North America,Chicago,215,0.55
15.156.199.10,80,443,true,YUL,North America,Montréal,247,0.54
3.136.18.105,443,443,true,ORD,North America,Chicago,220,0.51
35.163.224.91,443,443,true,SEA,North America,Seattle,212,0.51
18.221.242.243,443,443,true,ORD,North America,Chicago,230,0.50
35.166.159.5,443,443,true,SEA,North America,Seattle,202,0.47
13.59.232.39,443,443,true,ORD,North America,Chicago,236,0.46
52.41.1.135,443,443,true,SEA,North America,Seattle,242,0.45
3.145.123.142,443,443,true,ORD,North America,Chicago,247,0.45
35.89.255.161,443,443,true,SEA,North America,Seattle,197,0.45
54.186.187.100,443,443,true,SEA,North America,Seattle,217,0.45
35.89.189.114,443,443,true,SEA,North America,Seattle,205,0.43
3.72.72.84,443,443,true,FRA,Europe,Frankfurt,172,0.43
52.34.121.172,443,443,true,SEA,North America,Seattle,196,0.42
3.149.232.129,443,443,true,ORD,North America,Chicago,223,0.42
3.145.18.212,443,443,true,ORD,North America,Chicago,235,0.41
18.217.9.45,443,443,true,ORD,North America,Chicago,225,0.40
3.129.73.248,443,443,true,ORD,North America,Chicago,266,0.40
3.137.188.76,443,443,true,ORD,North America,Chicago,251,0.40
18.189.186.3,443,443,true,ORD,North America,Chicago,220,0.39
3.144.113.124,443,443,true,ORD,North America,Chicago,228,0.39
18.119.166.198,443,443,true,ORD,North America,Chicago,218,0.39
3.16.78.134,443,443,true,ORD,North America,Chicago,217,0.38
18.116.40.156,443,443,true,ORD,North America,Chicago,216,0.38
18.222.118.241,443,443,true,ORD,North America,Chicago,254,0.38
52.15.133.178,443,443,true,ORD,North America,Chicago,218,0.38
3.145.187.168,443,443,true,ORD,North America,Chicago,227,0.38
3.96.165.97,80,443,true,YUL,North America,Montréal,244,0.37
3.145.85.189,443,443,true,ORD,North America,Chicago,215,0.36
18.236.65.133,443,443,true,SEA,North America,Seattle,198,0.35
3.144.225.9,443,443,true,ORD,North America,Chicago,215,0.34
18.118.139.228,443,443,true,ORD,North America,Chicago,231,0.33
3.149.251.212,443,443,true,ORD,North America,Chicago,223,0.33
15.157.58.77,80,443,true,YUL,North America,Montréal,245,0.32
35.89.134.78,443,443,true,SEA,North America,Seattle,229,0.32
3.16.148.132,443,443,true,ORD,North America,Chicago,238,0.31
18.236.93.10,443,443,true,SEA,North America,Seattle,235,0.31
34.218.234.132,443,443,true,SEA,North America,Seattle,250,0.31
3.139.83.78,443,443,true,ORD,North America,Chicago,226,0.30
52.11.32.2,443,443,true,SEA,North America,Seattle,195,0.29
35.89.20.49,443,443,true,SEA,North America,Seattle,232,0.29
54.149.56.210,443,443,true,SEA,North America,Seattle,198,0.29
52.38.71.125,443,443,true,PDX,North America,Portland,195,0.29
34.211.114.131,443,443,true,SEA,North America,Seattle,233,0.28
18.219.144.66,443,443,true,ORD,North America,Chicago,215,0.28
18.117.197.238,443,443,true,ORD,North America,Chicago,215,0.28
18.217.0.99,443,443,true,ORD,North America,Chicago,252,0.28
3.144.228.67,443,443,true,ORD,North America,Chicago,260,0.28
34.215.216.24,443,443,true,SEA,North America,Seattle,197,0.28
3.145.200.123,443,443,true,ORD,North America,Chicago,214,0.28
34.214.225.118,443,443,true,PDX,North America,Portland,200,0.28
52.26.85.23,443,443,true,SEA,North America,Seattle,221,0.28
13.58.211.139,443,443,true,ORD,North America,Chicago,219,0.28
3.144.132.2,443,443,true,ORD,North America,Chicago,261,0.28
34.217.114.197,443,443,true,SEA,North America,Seattle,194,0.28
34.221.163.231,443,443,true,SEA,North America,Seattle,198,0.28
3.14.246.12,443,443,true,ORD,North America,Chicago,271,0.27
3.23.104.198,443,443,true,ORD,North America,Chicago,227,0.27
52.36.169.173,443,443,true,SEA,North America,Seattle,198,0.27
18.223.143.113,443,443,true,ORD,North America,Chicago,219,0.27
3.145.57.70,443,443,true,ORD,North America,Chicago,234,0.27
3.142.133.217,443,443,true,ORD,North America,Chicago,215,0.27
3.143.247.186,443,443,true,ORD,North America,Chicago,220,0.26
54.191.53.24,443,443,true,SEA,North America,Seattle,213,0.26
18.118.216.167,443,443,true,ORD,North America,Chicago,224,0.26
18.218.61.253,443,443,true,ORD,North America,Chicago,214,0.26
3.149.213.181,443,443,true,ORD,North America,Chicago,218,0.26
3.17.24.3,443,443,true,ORD,North America,Chicago,246,0.26
3.140.252.53,443,443,true,ORD,North America,Chicago,275,0.26
35.91.19.148,443,443,true,SEA,North America,Seattle,240,0.26
3.135.237.104,443,443,true,ORD,North America,Chicago,218,0.26
34.218.229.19,443,443,true,SEA,North America,Seattle,193,0.26
18.222.109.189,443,443,true,ORD,North America,Chicago,246,0.26
18.119.97.102,443,443,true,ORD,North America,Chicago,258,0.26
3.21.40.246,443,443,true,ORD,North America,Chicago,218,0.26
18.116.52.172,443,443,true,ORD,North America,Chicago,246,0.26
18.118.255.248,443,443,true,ORD,North America,Chicago,220,0.26
3.142.252.61,443,443,true,ORD,North America,Chicago,216,0.26
3.21.53.24,443,443,true,ORD,North America,Chicago,232,0.26
35.94.179.43,443,443,true,SEA,North America,Seattle,217,0.26
52.15.180.139,443,443,true,ORD,North America,Chicago,228,0.26
52.26.225.130,443,443,true,SEA,North America,Seattle,199,0.26
34.209.151.43,443,443,true,SEA,North America,Seattle,204,0.26
3.131.137.197,443,443,true,ORD,North America,Chicago,230,0.26
35.91.19.2,443,443,true,SEA,North America,Seattle,205,0.26
52.14.97.195,443,443,true,ORD,North America,Chicago,223,0.26
18.224.94.136,443,443,true,ORD,North America,Chicago,233,0.25
3.147.46.49,443,443,true,ORD,North America,Chicago,219,0.25
35.85.65.119,443,443,true,SEA,North America,Seattle,200,0.24
44.242.217.154,443,443,true,SEA,North America,Seattle,197,0.23
108.136.205.136,443,80,false,CGK,Asia Pacific,Jakarta,18,0.23
213.170.157.1,443,443,true,PDX,North America,Portland,211,0.23
3.129.208.238,443,443,true,ORD,North America,Chicago,251,0.23
44.227.22.10,443,443,true,SEA,North America,Seattle,200,0.22
3.17.14.106,443,443,true,ORD,North America,Chicago,249,0.22
3.144.224.226,443,443,true,ORD,North America,Chicago,238,0.22
3.145.178.49,443,443,true,ORD,North America,Chicago,240,0.22
18.116.52.68,443,443,true,ORD,North America,Chicago,220,0.21
3.96.145.1,443,443,false,YUL,North America,Montréal,244,0.20
18.188.168.245,443,443,true,ORD,North America,Chicago,216,0.20
52.37.225.24,443,443,true,SEA,North America,Seattle,197,0.19
18.134.37.97,443,443,true,LHR,Europe,London,165,0.17
18.226.159.127,443,443,true,ORD,North America,Chicago,222,0.16
3.17.75.155,443,443,true,ORD,North America,Chicago,228,0.16
3.125.47.112,8443,443,true,FRA,Europe,Frankfurt,167,0.16
18.135.188.86,443,443,true,LHR,Europe,London,191,0.15
18.135.67.188,443,443,true,LHR,Europe,London,210,0.15
3.76.154.119,443,443,true,FRA,Europe,Frankfurt,169,0.15
54.244.63.115,443,443,true,SEA,North America,Seattle,195,0.15
3.120.212.75,443,443,true,FRA,Europe,Frankfurt,189,0.15
35.91.129.82,443,443,true,SEA,North America,Seattle,192,0.14
3.125.47.112,8080,443,true,FRA,Europe,Frankfurt,173,0.14
54.191.246.37,443,443,true,SEA,North America,Seattle,222,0.13
44.230.218.23,443,443,true,PDX,North America,Portland,197,0.13
18.156.21.22,443,443,true,FRA,Europe,Frankfurt,175,0.13
54.71.238.195,443,443,true,SEA,North America,Seattle,198,0.12
18.189.94.250,443,443,true,CMH,North America,Columbus,215,0.12
44.226.147.29,443,443,true,PDX,North America,Portland,200,0.12
52.89.138.13,443,443,true,SEA,North America,Seattle,192,0.12
35.183.32.126,80,443,true,YUL,North America,Montréal,246,0.12
50.112.166.63,443,443,true,PDX,North America,Portland,196,0.12
18.236.28.44,80,443,true,PDX,North America,Portland,196,0.11
3.138.59.154,443,443,true,CMH,North America,Columbus,215,0.11
18.191.122.211,443,443,true,CMH,North America,Columbus,221,0.11
3.99.106.179,443,443,true,YUL,North America,Montréal,243,0.10
54.202.150.228,443,443,true,SEA,North America,Seattle,246,0.10
54.170.71.205,443,443,true,AMS,Europe,Amsterdam,181,0.10
15.157.7.168,443,443,true,YUL,North America,Montréal,245,0.09
35.183.207.2,80,443,true,YUL,North America,Montréal,241,0.09
54.149.133.123,443,443,true,SEA,North America,Seattle,195,0.08
3.98.73.243,443,443,true,YUL,North America,Montréal,261,0.08
18.221.199.242,443,443,true,ORD,North America,Chicago,216,0.04
35.92.225.169,443,443,true,SEA,North America,Seattle,193,0.04
13.50.243.249,443,443,true,AMS,Europe,Amsterdam,179,0.04
18.221.82.253,443,443,true,ORD,North America,Chicago,221,0.04
34.215.173.93,443,443,true,PDX,North America,Portland,197,0.03
18.117.99.39,443,443,true,ORD,North America,Chicago,216,0.02
3.144.126.237,443,443,true,ORD,North America,Chicago,232,0.02
13.49.166.245,443,443,true,ARN,Europe,Stockholm,187,0.02
54.203.41.108,80,443,true,PDX,North America,Portland,244,0.01
18.223.136.156,443,443,true,ORD,North America,Chicago,216,0.01
13.233.115.251,2053,80,false,ORD,North America,Chicago,67,0.00
13.233.115.251,443,80,false,ORD,North America,Chicago,58,0.00
13.233.115.251,2086,80,false,ORD,North America,Chicago,51,0.00
13.235.79.32,2096,80,false,ORD,North America,Chicago,55,0.00
13.235.79.32,8880,80,false,ORD,North America,Chicago,57,0.00
13.201.77.134,2096,80,false,ORD,North America,Chicago,57,0.00
13.235.79.32,2052,80,false,ORD,North America,Chicago,52,0.00
65.2.6.155,2053,80,false,ORD,North America,Chicago,58,0.00
13.201.77.134,2053,80,false,ORD,North America,Chicago,59,0.00
13.233.115.251,2087,80,false,ORD,North America,Chicago,58,0.00
65.2.83.160,8880,80,false,ORD,North America,Chicago,56,0.00
13.126.235.39,2083,80,false,ORD,North America,Chicago,55,0.00
13.233.115.251,2095,80,false,ORD,North America,Chicago,52,0.00
65.2.83.160,2087,80,false,ORD,North America,Chicago,53,0.00
13.235.79.32,2053,80,false,ORD,North America,Chicago,59,0.00
65.2.83.160,2082,80,false,ORD,North America,Chicago,56,0.00
65.0.170.202,2053,80,false,ORD,North America,Chicago,62,0.00
65.2.83.160,80,80,false,ORD,North America,Chicago,53,0.00
65.0.170.202,2052,80,false,ORD,North America,Chicago,62,0.00
65.2.6.155,2087,80,false,ORD,North America,Chicago,59,0.00
65.2.6.155,8880,80,false,ORD,North America,Chicago,59,0.00
13.201.77.134,8443,80,false,ORD,North America,Chicago,60,0.00
13.233.115.251,8880,80,false,ORD,North America,Chicago,63,0.00
65.0.170.202,2082,80,false,ORD,North America,Chicago,57,0.00
13.126.235.39,2086,80,false,ORD,North America,Chicago,52,0.00
65.2.6.155,2086,80,false,ORD,North America,Chicago,52,0.00
13.235.79.32,443,80,false,ORD,North America,Chicago,61,0.00
13.126.235.39,2095,80,false,ORD,North America,Chicago,57,0.00
13.201.77.134,2095,80,false,ORD,North America,Chicago,56,0.00
13.201.77.134,80,80,false,ORD,North America,Chicago,60,0.00
13.126.235.39,8080,80,false,ORD,North America,Chicago,54,0.00
13.235.79.32,2087,80,false,ORD,North America,Chicago,57,0.00
65.2.83.160,2095,80,false,ORD,North America,Chicago,73,0.00
13.201.77.134,2086,80,false,ORD,North America,Chicago,59,0.00
13.201.77.134,2052,80,false,ORD,North America,Chicago,56,0.00
65.2.6.155,2083,80,false,ORD,North America,Chicago,51,0.00
65.2.6.155,2052,80,false,ORD,North America,Chicago,52,0.00
13.235.79.32,2082,80,false,ORD,North America,Chicago,65,0.00
65.0.170.202,2095,80,false,ORD,North America,Chicago,53,0.00
65.2.83.160,2086,80,false,ORD,North America,Chicago,53,0.00
65.2.6.155,2095,80,false,ORD,North America,Chicago,59,0.00
13.233.115.251,2052,80,false,ORD,North America,Chicago,59,0.00
13.235.79.32,2086,80,false,ORD,North America,Chicago,65,0.00
65.0.170.202,2096,80,false,ORD,North America,Chicago,54,0.00
65.2.83.160,2083,80,false,ORD,North America,Chicago,59,0.00
65.2.83.160,8443,80,false,ORD,North America,Chicago,82,0.00
65.0.170.202,2087,80,false,ORD,North America,Chicago,61,0.00
13.126.235.39,8443,80,false,ORD,North America,Chicago,55,0.00
65.0.170.202,2083,80,false,ORD,North America,Chicago,70,0.00
13.233.115.251,80,80,false,ORD,North America,Chicago,64,0.00
13.235.79.32,2095,80,false,ORD,North America,Chicago,63,0.00
65.2.6.155,443,80,false,ORD,North America,Chicago,68,0.00
13.201.77.134,8880,80,false,ORD,North America,Chicago,59,0.00
65.2.83.160,2052,80,false,ORD,North America,Chicago,59,0.00
65.0.170.202,8443,80,false,ORD,North America,Chicago,63,0.00
65.2.6.155,8443,80,false,ORD,North America,Chicago,58,0.00
13.126.235.39,2082,80,false,ORD,North America,Chicago,55,0.00
13.126.235.39,443,80,false,ORD,North America,Chicago,58,0.00
13.126.235.39,2053,80,false,ORD,North America,Chicago,60,0.00
65.2.83.160,443,80,false,ORD,North America,Chicago,57,0.00
65.0.170.202,8080,80,false,ORD,North America,Chicago,57,0.00
65.0.170.202,8880,80,false,ORD,North America,Chicago,54,0.00
65.2.83.160,2053,80,false,ORD,North America,Chicago,55,0.00
13.233.115.251,2096,80,false,ORD,North America,Chicago,57,0.00
13.126.235.39,2052,80,false,ORD,North America,Chicago,54,0.00
13.233.115.251,2083,80,false,ORD,North America,Chicago,58,0.00
13.201.77.134,443,80,false,ORD,North America,Chicago,51,0.00
13.233.115.251,8080,80,false,ORD,North America,Chicago,57,0.00
65.0.170.202,2086,80,false,ORD,North America,Chicago,66,0.00
13.235.79.32,8443,80,false,ORD,North America,Chicago,57,0.00
13.126.235.39,80,80,false,ORD,North America,Chicago,61,0.00
13.126.235.39,2096,80,false,ORD,North America,Chicago,57,0.00
13.201.77.134,2087,80,false,ORD,North America,Chicago,59,0.00
65.2.6.155,80,80,false,ORD,North America,Chicago,60,0.00
13.235.79.32,2083,80,false,ORD,North America,Chicago,60,0.00
65.2.6.155,2096,80,false,ORD,North America,Chicago,57,0.00
35.179.179.72,8443,80,false,ORD,North America,Chicago,154,0.00
35.179.179.72,8880,80,false,ORD,North America,Chicago,174,0.00
13.40.163.47,443,80,false,ORD,North America,Chicago,160,0.00
3.11.79.61,2052,80,false,ORD,North America,Chicago,154,0.00
3.11.79.61,2083,80,false,ORD,North America,Chicago,153,0.00
3.11.79.61,2095,80,false,ORD,North America,Chicago,161,0.00
13.40.163.47,2086,80,false,ORD,North America,Chicago,167,0.00
35.179.179.72,2087,80,false,ORD,North America,Chicago,162,0.00
13.40.163.47,2053,80,false,ORD,North America,Chicago,153,0.00
13.40.163.47,8880,80,false,ORD,North America,Chicago,164,0.00
35.179.179.72,2053,80,false,ORD,North America,Chicago,160,0.00
35.179.179.72,2082,80,false,ORD,North America,Chicago,161,0.00
35.179.179.72,2052,80,false,ORD,North America,Chicago,175,0.00
13.40.163.47,8080,80,false,ORD,North America,Chicago,160,0.00
3.11.79.61,8443,80,false,ORD,North America,Chicago,176,0.00
3.11.79.61,2053,80,false,ORD,North America,Chicago,182,0.00
35.179.179.72,443,80,false,ORD,North America,Chicago,154,0.00
3.11.79.61,2086,80,false,ORD,North America,Chicago,170,0.00
35.179.179.72,2083,80,false,ORD,North America,Chicago,175,0.00
35.179.179.72,2095,80,false,ORD,North America,Chicago,164,0.00
13.40.163.47,2052,80,false,ORD,North America,Chicago,152,0.00
13.40.163.47,2082,80,false,ORD,North America,Chicago,167,0.00
13.40.163.47,80,80,false,ORD,North America,Chicago,154,0.00
3.11.79.61,2087,80,false,ORD,North America,Chicago,153,0.00
3.11.79.61,8080,80,false,ORD,North America,Chicago,160,0.00
35.179.179.72,8080,80,false,ORD,North America,Chicago,153,0.00
13.40.163.47,2096,80,false,ORD,North America,Chicago,176,0.00
3.11.79.61,8880,80,false,ORD,North America,Chicago,153,0.00
35.179.179.72,80,80,false,ORD,North America,Chicago,173,0.00
13.40.163.47,2087,80,false,ORD,North America,Chicago,184,0.00
13.40.163.47,8443,80,false,ORD,North America,Chicago,153,0.00
3.11.79.61,2096,80,false,ORD,North America,Chicago,177,0.00
3.11.79.61,443,80,false,ORD,North America,Chicago,164,0.00
35.166.188.81,2052,80,false,ORD,North America,Chicago,195,0.00
35.88.241.242,8880,80,false,ORD,North America,Chicago,195,0.00
18.236.74.87,2086,80,false,ORD,North America,Chicago,197,0.00
34.218.237.80,2082,80,false,ORD,North America,Chicago,193,0.00
34.218.237.80,80,80,false,ORD,North America,Chicago,191,0.00
52.11.221.197,8880,80,false,ORD,North America,Chicago,195,0.00
34.218.237.80,2087,80,false,ORD,North America,Chicago,196,0.00
35.93.189.165,2087,80,false,ORD,North America,Chicago,196,0.00
34.210.73.42,2096,80,false,ORD,North America,Chicago,198,0.00
54.189.163.18,2087,80,false,ORD,North America,Chicago,200,0.00
35.91.5.109,2086,80,false,ORD,North America,Chicago,194,0.00
54.202.30.249,2096,80,false,ORD,North America,Chicago,198,0.00
34.217.60.138,2096,80,false,ORD,North America,Chicago,197,0.00
35.93.189.165,2096,80,false,ORD,North America,Chicago,196,0.00
52.42.127.37,443,80,false,ORD,North America,Chicago,193,0.00
35.166.188.81,2095,80,false,ORD,North America,Chicago,193,0.00
34.218.237.80,443,80,false,ORD,North America,Chicago,196,0.00
34.218.237.80,2096,80,false,ORD,North America,Chicago,194,0.00
52.25.64.223,2096,80,false,ORD,North America,Chicago,196,0.00
34.210.73.42,2083,80,false,ORD,North America,Chicago,193,0.00
18.236.74.87,2087,80,false,ORD,North America,Chicago,195,0.00
35.93.189.165,8080,80,false,ORD,North America,Chicago,195,0.00
34.215.147.199,8080,80,false,ORD,North America,Chicago,195,0.00
34.215.147.199,2087,80,false,ORD,North America,Chicago,192,0.00
54.189.163.18,2096,80,false,ORD,North America,Chicago,198,0.00
54.202.30.249,2083,80,false,ORD,North America,Chicago,195,0.00
54.202.30.249,8443,80,false,ORD,North America,Chicago,193,0.00
54.202.30.249,2087,80,false,ORD,North America,Chicago,196,0.00
34.218.237.80,8443,80,false,ORD,North America,Chicago,195,0.00
34.217.60.138,2082,80,false,ORD,North America,Chicago,199,0.00
35.91.233.1,443,80,false,ORD,North America,Chicago,195,0.00
54.202.30.249,2052,80,false,ORD,North America,Chicago,198,0.00
35.88.241.242,2087,80,false,ORD,North America,Chicago,198,0.00
18.236.74.87,2082,80,false,ORD,North America,Chicago,200,0.00
18.236.74.87,2096,80,false,ORD,North America,Chicago,197,0.00
